Type,Force,Category,Price per item (GBP),Number of items,Purchase date,Additional information
Services,surrey,"PC monitor - 21"" or wider (inc. cables)",187.5,10,25/11/15,"Standard HP Z24i. The force does not purchase monitors of this size. Information provided for purchases of monitors size 24""."
Services,surrey,Telephone call charges (per minute),,,,For telephone call charges the force has been on an Internet Protocol based system for the last 2 years so call charges are not available.
Services,nottinghamshire,DNA test,19.4,1,30/09/15,Information provided for item code 07BFA1.
Services,nottinghamshire,Toxicology test,27.65,1,28/01/16,Information provided for item code 01TOXA1.
Services,nottinghamshire,Mobile phone examination,16.66,1,31/12/15,
Services,nottinghamshire,Forensic stain analysis,118.5,1,15/01/16,
Services,nottinghamshire,Credit report or search,4.25,1,01/11/15,Unit price is a flat rate for all types of credit reports.
Services,nottinghamshire,Temporary staff administrator role,8.45,881.75,12/02/16,
Services,nottinghamshire,one-day car hire,24.79,1,22/12/15,Rate includes ?2.50 collection / delivery charge each way.
Services,nottinghamshire,30-day car hire,12.72,30,13/05/15,Daily rate calculated to include ?2.50 collection / delivery charge each way.
Services,nottinghamshire,Ream of 500 sheets of white paper,1.93,100,06/02/16,
Services,nottinghamshire,Telephone interpreting inc. recording services (per minute),0.68,,01/01/16,Information on volumes not provided.
Services,nottinghamshire,Face-to-face interpreting for 4 hours (half-day),151.4,,07/12/15,Information on volumes not provided.
Services,nottinghamshire,Standard office cleaning (force average per m2 per year),9.64,62699,01/02/16,
Services,nottinghamshire,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",,,,The force's headquarters do not use gas supply services.
Services,nottinghamshire,Laptop purchase,520,40,01/01/16,"Standard specifications - not touchscreen, not 5-year warranty."
Services,nottinghamshire,Desktop purchase,530,20,01/10/14,"Medium specifications but 320 gb, no SSD, 3-year warranty."
Services,nottinghamshire,"PC monitor - 19"" or smaller (inc. cables)",112,30,24/07/15,
Services,nottinghamshire,"PC monitor - 21"" or wider (inc. cables)",122,20,02/07/14,
Services,nottinghamshire,Telephone call charges (per minute),0.01,,25/02/16,Figure taken from the framework contract RM1045. The force cannot provide a breakdown of information as requested due to the large number of complex activities being undertaken.
Services,northamptonshire,DNA test,19.4,1,01/02/16,
Services,northamptonshire,Toxicology test,27.65,1,01/02/16,
Services,northamptonshire,Mobile phone examination,,,,"Service provided in-house and the force uses external services bespoke to device requirements. The requirement varies with make and model of phone, version running and user settings. These determine how the force examines and costs will range from ?15 to ?1,800. The force buys licences for required software and use its own hardware."
Services,northamptonshire,Forensic stain analysis,118.5,1,01/02/16,
Services,northamptonshire,Credit report or search,4.25,1,01/02/16,Unit price is a flat rate for all types of credit reports.
Services,northamptonshire,Temporary staff administrator role,9.6,1,01/02/16,
Services,northamptonshire,one-day car hire,24.79,1,23/02/16,Rate includes ?2.50 collection / delivery charge each way.
Services,northamptonshire,30-day car hire,12.72,30,29/02/16,Daily rate calculated to include ?2.50 collection / delivery charge each way.
Services,northamptonshire,Ream of 500 sheets of white paper,1.93,100,06/02/16,
Services,northamptonshire,Telephone interpreting inc. recording services (per minute),0.68,500,01/01/16,
Services,northamptonshire,Face-to-face interpreting for 4 hours (half-day),151.4,,,Information on volumes not provided.
Services,northamptonshire,Standard office cleaning (force average per m2 per year),9.57,40353,01/02/16,
Services,northamptonshire,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.06,7000000,01/02/15,Information provided based on annual volume estimate for 2014/2015.
Services,northamptonshire,Laptop purchase,904.05,25,31/01/16,ThinkPad S1 Yoga 20DKCTO1WW
Services,northamptonshire,Desktop purchase,548,20,01/04/15,
Services,northamptonshire,"PC monitor - 19"" or smaller (inc. cables)",101.4,30,01/04/15,Dell professional P1914S standard LED monitor VGA DVi / DP(12801024 Black UK) 3yrs warranty
Services,northamptonshire,"PC monitor - 21"" or wider (inc. cables)",,,,The force does not purchase monitors of this size.
Services,northamptonshire,Telephone call charges (per minute),0.01,,25/02/16,Land line calls via collaborative framework RM1045 Telephony.
Services,derbyshire,DNA test,19.4,231,15/02/16,"East Midlands Forensics do not recognise the 24BF code description of the item for comparison, but think this will be the local equivalent code 07BFA1."
Services,derbyshire,Toxicology test,27.65,1,26/02/16,"East Midlands Forensics do not recognise the 24BF code description of the item for comparison, but think this will be the local equivalent code 01TOXA1 Alcohol analysis."
Services,derbyshire,Mobile phone examination,,,,Item not purchased. This is a service that is provided in-house for the region. The East Midlands Region has a shared special operations unit which provides the service to the East Midlands forces. The force contributes to the cost of the unit and gets its share of the services provided.
Services,derbyshire,Forensic stain analysis,118.5,31,15/02/16,"East Midlands Forensics do not recognise the 24BF code description of the item for comparison, but think this will be the local equivalent code 01BFA1 DNA Standard."
Services,derbyshire,Credit report or search,1.1,1,26/02/16,"Information provided for staff vetting reports. Information on volumes not provided. Crime management and supplier evaluation credit searches cost ?4.25 each. Checks are ordered daily as needed, so quantities vary. The force pays a fee for reports at the start of the contractual period and adjusts as necessary at the end of the year. The force does not have invoices for each enquiry as this would be administratively burdensome."
Services,derbyshire,Temporary staff administrator role,12.27,31,08/01/16,"Hourly rate for admin temp staff is ?12.27 which includes Pay, Holiday Pay, Pension Charge, Employers NI and Management Fee."
Services,derbyshire,one-day car hire,24.79,2,17/02/16,The force uses a collaborative framework. Rate includes one-off ?2.50 Collection / Delivery charge each way.
Services,derbyshire,30-day car hire,12.72,30,17/02/16,Information provided based on the latest invoice for 30-day car hire of 19 vehicles using a collaborative framework. Daily rate calculated to include ?2.50 Collection / Delivery charge each way.
Services,derbyshire,Ream of 500 sheets of white paper,1.93,25,31/12/15,The force buys budget paper A4 80gsm at ?9.65 a box of 5 reams. This is ordered regularly and is a contracted price. Typical orders can be for 10 or 20 boxes depending on the size of the delivery location.
Services,derbyshire,Telephone interpreting inc. recording services (per minute),0.68,,01/01/16,Information provided on the basis of the latest consolidated bill of both telephone and face-to-face interpreting services totalling 363.18 hours.
Services,derbyshire,Face-to-face interpreting for 4 hours (half-day),151.4,4,01/01/16,"Information provided on the basis of the latest consolidated bill of both telephone and face-to-face interpreting services totalling 363.18 hours. The hourly rate is ?37.85, 8am to 8pm, ?48.40 during evenings and bank holidays."
Services,derbyshire,Standard office cleaning (force average per m2 per year),9.64,1,26/02/16,Rate paid in 2015-16.
Services,derbyshire,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0185,673598,01/01/16,Billing is consolidated. Information provided on the basis of the most recent invoice.
Services,derbyshire,Laptop purchase,612.25,9,02/02/16,Dell E5450 with 500GB standard rotary Hard Drive without bit locker.
Services,derbyshire,Desktop purchase,512.13,1,26/01/16,Medium specifications except 500GB Rotary HD and not bit locker. Dell 7020 desktop.
Services,derbyshire,"PC monitor - 19"" or smaller (inc. cables)",98.87,1,25/01/16,Dell
Services,derbyshire,"PC monitor - 21"" or wider (inc. cables)",105.47,300,24/09/15,"Information provided for the most recent purchase (not force standard) of control room monitors, size 24""."
Services,derbyshire,Telephone call charges (per minute),0.005,66072,26/02/16,New Regional Contract. Monthly volume information provided.
Services,west-yorkshire,DNA test,17,726,18/02/16,Prices relate to roughly comparable items (there may be slight differences in the product specification when compared to the National framework).
Services,west-yorkshire,Toxicology test,29.9,8,18/02/16,Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework).
